Name,List,Image,Animation,Video,Table,Github,Links,Project,Inline,Code,repository_ID,fullname,URL,created_date,language,description,number_of_stars,num_of_forks,num_of_watchers,open_issue_count,repo_id,repository,community,downloads,releases,assets,commits,open_issues,closed_issues,total_issues,open_prs,closed_prs,total_prs,readme_issues,readme_commits,Rank,Rank_real,star_rank,fork_rank,watchers_rank,pullrequest_rank,label,days,community_score,assets_score,releases_score,commits_score,avg_assets_release,progress_score,popularity_score
hashicorp/vagrant,3,0,0,0,0,2,10,0,3,0.0,481872,hashicorp/vagrant,https://github.com/hashicorp/vagrant,2010-01-21 08:34:27,Ruby,,23045,4177,23045,579,10,hashicorp/vagrant,1235.0,0.0,2.0,0.0,14136.0,564.0,8505.0,9069.0,86.0,3468.0,3554.0,2.0,60.0,740.0,189.0,188.0,185.0,188.0,179.0,1,4426,0.2790329868956168,0.0,0.00045187528242205153,3.19385449615906,0.0,3.194306371441482,740.0
gitlabhq/gitlabhq,20,0,0,0,0,0,28,0,0,0.0,2500088,gitlabhq/gitlabhq,https://github.com/gitlabhq/gitlabhq,2011-10-02 16:25:27,Ruby,,22781,5693,22781,34,11,gitlabhq/gitlabhq,2909.0,0.0,2.0,0.0,107784.0,0.0,0.0,0.0,14.0,3555.0,3569.0,0.0,264.0,745.0,190.0,187.0,191.0,187.0,180.0,1,3807,0.7641187286577358,0.0,0.0005253480430785396,28.31205673758865,0.0,28.312582085631732,745.0
heartcombo/devise,36,2,0,0,0,7,20,0,49,51.5,308770,heartcombo/devise,https://github.com/heartcombo/devise,2009-09-16 12:15:12,Ruby,,22061,5328,22061,154,12,heartcombo/devise,694.0,0.0,2.0,0.0,3769.0,135.0,3951.0,4086.0,57.0,1282.0,1339.0,1.0,176.0,732.0,186.0,186.0,189.0,186.0,171.0,1,4553,0.15242697122776191,0.0,0.0004392708104546453,0.827805842301779,0.0,0.8282451131122337,732.0
kilimchoi/engineering-blogs,657,1,0,0,0,1,3,0,0,0.0,37382858,kilimchoi/engineering-blogs,https://github.com/kilimchoi/engineering-blogs,2015-06-13 18:25:17,Ruby,,20553,537,20553,45,13,kilimchoi/engineering-blogs,383.0,0.0,2.0,0.0,1705.0,4.0,74.0,78.0,50.0,893.0,943.0,1.0,1182.0,647.0,166.0,185.0,116.0,185.0,161.0,1,2457,0.1558811558811559,0.0,0.000814000814000814,0.693935693935694,0.0,0.6947496947496948,647.0
Homebrew/homebrew-cask,16,2,1,0,0,7,9,0,7,1.0,3623050,Homebrew/homebrew-cask,https://github.com/Homebrew/homebrew-cask,2012-03-05 02:05:17,Ruby,,18730,9487,18730,37,14,Homebrew/homebrew-cask,9214.0,0.0,2.0,0.0,146299.0,23.0,5985.0,6008.0,33.0,114014.0,114047.0,0.0,157.0,760.0,192.0,184.0,194.0,184.0,198.0,1,3652,2.523001095290252,0.0,0.000547645125958379,40.05996714129244,0.0,40.060514786418395,760.0
ruby/ruby,23,8,0,0,0,5,8,0,8,0.0,538746,ruby/ruby,https://github.com/ruby/ruby,2010-02-27 15:55:23,Ruby,,18680,5357,18680,331,15,ruby/ruby,585.0,0.0,2.0,0.0,71315.0,0.0,0.0,0.0,342.0,5217.0,5559.0,0.0,104.0,739.0,188.0,183.0,190.0,183.0,183.0,1,4389,0.13328776486671223,0.0,0.000455684666210982,16.24857598541809,0.0,16.2490316700843,739.0
forem/forem,42,2,0,0,0,5,53,1,0,0.0,73648678,forem/forem,https://github.com/forem/forem,2016-11-13 23:02:13,Ruby,,18337,3205,18337,409,16,forem/forem,702.0,0.0,2.0,0.0,11108.0,387.0,4047.0,4434.0,30.0,11749.0,11779.0,1.0,148.0,736.0,187.0,182.0,178.0,182.0,194.0,1,1938,0.3622291021671827,0.0,0.0010319917440660474,5.731682146542828,0.0,5.732714138286894,736.0
CocoaPods/CocoaPods,8,11,0,0,0,9,21,1,4,0.0,2203645,CocoaPods/CocoaPods,https://github.com/CocoaPods/CocoaPods,2011-08-14 00:10:53,Ruby,,13485,2487,13485,298,17,CocoaPods/CocoaPods,401.0,0.0,2.0,0.0,9323.0,294.0,8760.0,9054.0,29.0,2024.0,2053.0,2.0,100.0,708.0,179.0,181.0,170.0,181.0,176.0,1,3856,0.10399377593360996,0.0,0.0005186721991701245,2.4177904564315353,0.0,2.4183091286307055,708.0
diaspora/diaspora,0,0,0,0,0,2,11,0,0,0.0,911765,diaspora/diaspora,https://github.com/diaspora/diaspora,2010-09-15 05:20:04,Ruby,,12924,2933,12924,441,18,diaspora/diaspora,540.0,0.0,2.0,0.0,20528.0,420.0,4279.0,4699.0,26.0,3387.0,3413.0,0.0,151.0,714.0,181.0,180.0,176.0,180.0,178.0,1,4189,0.12890904750537122,0.0,0.00047744091668656003,4.900453568870852,0.0,4.900931009787539,714.0
twbs/bootstrap-sass,11,4,0,0,0,9,21,0,37,25.0,2336578,twbs/bootstrap-sass,https://github.com/twbs/bootstrap-sass,2011-09-06 18:58:49,Ruby,,12729,3677,12729,17,19,twbs/bootstrap-sass,122.0,0.0,2.0,0.0,1039.0,15.0,816.0,831.0,3.0,346.0,349.0,19.0,217.0,667.0,171.0,179.0,184.0,179.0,125.0,1,3833,0.03182885468301591,0.0,0.0005217845030002609,0.2710670493086355,0.0,0.2715888338116358,667.0
elastic/logstash,14,0,0,0,0,8,19,0,16,14.0,1090311,elastic/logstash,https://github.com/elastic/logstash,2010-11-18 01:31:50,Ruby,,12498,3234,12498,2008,20,elastic/logstash,573.0,0.0,2.0,0.0,10027.0,1783.0,4304.0,6087.0,180.0,7524.0,7704.0,7.0,118.0,722.0,183.0,178.0,179.0,178.0,187.0,1,4125,0.1389090909090909,0.0,0.00048484848484848484,2.430787878787879,0.0,2.4312727272727273,722.0
gollum/gollum,36,5,0,0,0,21,36,0,34,1.0,585285,gollum/gollum,https://github.com/gollum/gollum,2010-03-29 18:30:53,Ruby,,12326,1570,12326,52,21,gollum/gollum,217.0,0.0,2.0,0.0,2360.0,44.0,1093.0,1137.0,8.0,618.0,626.0,9.0,233.0,656.0,168.0,177.0,159.0,177.0,143.0,1,4359,0.04978206010552879,0.0,0.0004588208304657031,0.5414085799495297,0.0,0.5418674007799954,656.0
capistrano/capistrano,17,1,0,0,0,5,11,1,11,8.0,138312,capistrano/capistrano,https://github.com/capistrano/capistrano,2009-02-26 16:14:04,Ruby,,12028,1780,12028,54,22,capistrano/capistrano,279.0,0.0,2.0,0.0,1681.0,51.0,1051.0,1102.0,3.0,857.0,860.0,3.0,139.0,671.0,172.0,176.0,162.0,176.0,157.0,1,4755,0.05867507886435331,0.0,0.0004206098843322818,0.35352260778128286,0.0,0.35394321766561515,671.0
rubocop/rubocop,13,77,0,0,0,19,104,0,4,5.0,4095287,rubocop/rubocop,https://github.com/rubocop/rubocop,2012-04-21 10:09:58,Ruby,,11576,2803,11576,221,23,rubocop/rubocop,907.0,0.0,2.0,0.0,11343.0,213.0,4335.0,4548.0,26.0,5735.0,5761.0,3.0,397.0,709.0,180.0,175.0,175.0,175.0,184.0,1,3605,0.25159500693481274,0.0,0.0005547850208044383,3.1464632454923716,0.0,3.147018030513176,709.0
mame/quine-relay,0,2,0,0,0,7,10,0,9,0.0,11423758,mame/quine-relay,https://github.com/mame/quine-relay,2013-07-15 13:29:20,Ruby,,11556,523,11556,14,24,mame/quine-relay,18.0,0.0,2.0,0.0,458.0,14.0,65.0,79.0,0.0,40.0,40.0,3.0,187.0,560.0,140.0,174.0,115.0,174.0,97.0,1,3155,0.005705229793977813,0.0,0.0006339144215530904,0.14516640253565768,0.0,0.14580031695721077,560.0
spree/spree,28,8,0,0,0,5,26,0,2,0.0,3314,spree/spree,https://github.com/spree/spree,2008-03-10 14:45:35,Ruby,,11543,4821,11543,239,25,spree/spree,1171.0,0.0,2.0,0.0,24595.0,174.0,3895.0,4069.0,69.0,7357.0,7426.0,0.0,290.0,719.0,182.0,173.0,187.0,173.0,186.0,1,5108,0.2292482380579483,0.0,0.00039154267815191856,4.8149960845732185,0.0,4.81538762725137,719.0
lewagon/setup,0,0,0,0,0,0,1,0,0,0.0,18486300,lewagon/setup,https://github.com/lewagon/setup,2014-04-06 09:25:02,Ruby,,11538,1006,11538,10,26,lewagon/setup,63.0,0.0,2.0,0.0,993.0,5.0,113.0,118.0,1.0,245.0,246.0,0.0,58.0,598.0,152.0,172.0,139.0,172.0,115.0,1,2890,0.02179930795847751,0.0,0.0006920415224913495,0.343598615916955,0.0,0.34429065743944637,598.0
sinatra/sinatra,38,3,0,0,0,30,71,0,180,160.0,106995,sinatra/sinatra,https://github.com/sinatra/sinatra,2009-01-14 01:27:30,Ruby,,11482,2034,11482,74,27,sinatra/sinatra,505.0,0.0,2.0,0.0,4362.0,57.0,733.0,790.0,11.0,928.0,939.0,7.0,143.0,666.0,170.0,171.0,164.0,171.0,160.0,1,4798,0.10525218841183827,0.0,0.00041684035014589413,0.909128803668195,0.0,0.9095456440183409,666.0
mperham/sidekiq,5,3,0,0,0,5,13,0,1,0.0,3195124,mperham/sidekiq,https://github.com/mperham/sidekiq,2012-01-16 23:17:27,Ruby,,11415,2037,11415,23,28,mperham/sidekiq,562.0,0.0,2.0,0.0,4166.0,21.0,3838.0,3859.0,3.0,1329.0,1332.0,4.0,92.0,674.0,173.0,170.0,165.0,170.0,169.0,1,3701,0.15185085112131858,0.0,0.0005403944879762226,1.1256417184544718,0.0,1.126182112942448,674.0
chatwoot/chatwoot,16,15,0,0,0,3,20,0,2,0.0,202291859,chatwoot/chatwoot,https://github.com/chatwoot/chatwoot,2019-08-14 06:50:51,Ruby,,11400,1305,11400,486,29,chatwoot/chatwoot,172.0,0.0,2.0,0.0,1918.0,530.0,1400.0,1930.0,36.0,1920.0,1956.0,5.0,57.0,664.0,169.0,169.0,151.0,169.0,175.0,1,934,0.1841541755888651,0.0,0.0021413276231263384,2.0535331905781584,0.0,2.0556745182012848,664.0
tmuxinator/tmuxinator,11,1,1,0,0,5,13,0,30,29.0,1157388,tmuxinator/tmuxinator,https://github.com/tmuxinator/tmuxinator,2010-12-10 21:49:50,Ruby,,11048,611,11048,100,30,tmuxinator/tmuxinator,144.0,0.0,2.0,0.0,842.0,99.0,385.0,484.0,6.0,362.0,368.0,8.0,120.0,586.0,149.0,168.0,121.0,168.0,129.0,1,4103,0.035096271021203995,0.0,0.0004874482086278333,0.20521569583231783,0.0,0.20570314404094567,586.0
postalserver/postal,4,2,0,0,0,1,5,0,0,0.0,88740103,postalserver/postal,https://github.com/postalserver/postal,2017-04-19 12:04:57,Ruby,,11002,781,11002,53,31,postalserver/postal,42.0,0.0,2.0,0.0,352.0,45.0,1330.0,1375.0,9.0,116.0,125.0,0.0,18.0,567.0,146.0,167.0,128.0,167.0,105.0,1,1781,0.023582257158899493,0.0,0.0011229646266142617,0.19764177428411006,0.0,0.19876473891072433,567.0
fluent/fluentd,13,13,1,0,0,8,12,1,2,0.0,1918677,fluent/fluentd,https://github.com/fluent/fluentd,2011-06-19 08:41:40,Ruby,,10773,1226,10773,115,32,fluent/fluentd,266.0,0.0,2.0,0.0,6254.0,112.0,1726.0,1838.0,6.0,1777.0,1783.0,2.0,45.0,652.0,167.0,166.0,147.0,166.0,173.0,1,3912,0.0679959100204499,0.0,0.0005112474437627812,1.5986707566462168,0.0,1.5991820040899796,652.0
Homebrew/homebrew-core,0,0,0,0,0,2,2,0,1,0.0,52855516,Homebrew/homebrew-core,https://github.com/Homebrew/homebrew-core,2016-03-01 06:58:36,Ruby,,10362,9962,10362,161,33,Homebrew/homebrew-core,12243.0,0.0,2.0,0.0,281563.0,24.0,4580.0,4604.0,87.0,91633.0,91720.0,1.0,22.0,723.0,184.0,165.0,196.0,165.0,197.0,1,2195,5.577676537585422,0.0,0.0009111617312072893,128.274715261959,0.0,128.2756264236902,723.0
jordansissel/fpm,26,0,0,0,0,0,0,1,4,0.0,1217404,jordansissel/fpm,https://github.com/jordansissel/fpm,2011-01-03 20:07:59,Ruby,,10254,1021,10254,694,34,jordansissel/fpm,331.0,0.0,2.0,0.0,2232.0,626.0,526.0,1152.0,76.0,642.0,718.0,0.0,12.0,617.0,157.0,164.0,140.0,164.0,149.0,1,4079,0.08114734003432214,0.0,0.0004903162539838195,0.5471929394459426,0.0,0.5476832556999264,617.0
faker-ruby/faker,215,7,0,0,0,4,13,0,5,10.0,96395,faker-ruby/faker,https://github.com/faker-ruby/faker,2008-12-24 17:20:37,Ruby,,9609,2783,9609,156,35,faker-ruby/faker,886.0,0.0,2.0,0.0,2474.0,71.0,441.0,512.0,96.0,1839.0,1935.0,0.0,319.0,674.0,173.0,163.0,174.0,163.0,174.0,1,4819,0.18385557169537248,0.0,0.0004150238638721727,0.5133845196098775,0.0,0.5137995434737497,674.0
teamcapybara/capybara,45,6,0,0,0,8,29,0,64,69.0,361310,teamcapybara/capybara,https://github.com/teamcapybara/capybara,2009-11-04 22:19:17,Ruby,,9473,1398,9473,27,36,teamcapybara/capybara,384.0,0.0,2.0,0.0,4157.0,9.0,1467.0,1476.0,19.0,1033.0,1052.0,2.0,209.0,642.0,164.0,162.0,155.0,162.0,163.0,1,4504,0.0852575488454707,0.0,0.0004440497335701599,0.9229573712255773,0.0,0.9234014209591475,642.0
ruby-grape/grape,180,7,0,0,0,30,53,0,320,245.5,812393,ruby-grape/grape,https://github.com/ruby-grape/grape,2010-08-02 14:25:08,Ruby,,9430,1205,9430,225,37,ruby-grape/grape,450.0,0.0,2.0,0.0,2530.0,199.0,867.0,1066.0,35.0,1144.0,1179.0,2.0,460.0,634.0,161.0,161.0,146.0,161.0,166.0,1,4233,0.10630758327427356,0.0,0.0004724781478856603,0.5976848570753602,0.0,0.5981573352232459,634.0
imathis/octopress,7,1,0,0,0,3,6,0,2,0.0,341626,imathis/octopress,https://github.com/imathis/octopress,2009-10-18 21:41:32,Ruby,,9387,2753,9387,253,38,imathis/octopress,133.0,0.0,2.0,0.0,857.0,175.0,811.0,986.0,74.0,708.0,782.0,2.0,41.0,645.0,165.0,160.0,173.0,160.0,152.0,1,4521,0.029418270294182702,0.0,0.00044238000442380006,0.18955983189559833,0.0,0.19000221190002212,645.0
github/linguist,6,1,0,0,0,2,3,0,15,11.0,1725199,github/linguist,https://github.com/github/linguist,2011-05-09 22:53:13,Ruby,,9319,3334,9319,97,39,github/linguist,1069.0,19611.0,30.0,30.0,6371.0,65.0,2010.0,2075.0,41.0,3329.0,3370.0,5.0,127.0,676.0,176.0,159.0,181.0,159.0,177.0,1,3953,0.2704275233999494,0.007589172780166962,0.007589172780166962,1.611687326081457,1.0,2.619276498861624,676.0
Shopify/liquid,14,2,0,0,0,1,5,0,8,7.0,15435,Shopify/liquid,https://github.com/Shopify/liquid,2008-05-08 15:27:26,Ruby,,9177,1196,9177,238,40,Shopify/liquid,188.0,0.0,2.0,0.0,1499.0,197.0,535.0,732.0,58.0,728.0,786.0,0.0,27.0,614.0,155.0,158.0,145.0,158.0,153.0,1,5049,0.03723509605862547,0.0,0.0003961180431768667,0.2968904733610616,0.0,0.29728659140423846,614.0
activeadmin/activeadmin,6,0,0,0,0,0,1,0,0,0.0,611921,activeadmin/activeadmin,https://github.com/activeadmin/activeadmin,2010-04-15 14:26:03,Ruby,,9094,3245,9094,391,41,activeadmin/activeadmin,768.0,0.0,2.0,0.0,7970.0,319.0,3352.0,3671.0,71.0,3615.0,3686.0,0.0,114.0,675.0,175.0,157.0,180.0,157.0,181.0,1,4342,0.1768770152003685,0.0,0.00046061722708429296,1.8355596499309075,0.0,1.8360202671579917,675.0
thoughtbot/paperclip,75,7,0,0,0,12,32,0,108,48.5,8393,thoughtbot/paperclip,https://github.com/thoughtbot/paperclip,2008-04-10 19:58:20,Ruby,,9070,2358,9070,49,42,thoughtbot/paperclip,463.0,289.0,13.0,2.0,1973.0,34.0,1806.0,1840.0,16.0,826.0,842.0,10.0,203.0,636.0,162.0,156.0,168.0,156.0,156.0,1,5077,0.09119558794563719,0.00039393342525113255,0.0025605672641323615,0.3886153240102423,0.15384615384615385,0.5450220451205285,636.0
thoughtbot/bourbon,29,2,0,0,0,0,4,0,14,13.0,1653882,thoughtbot/bourbon,https://github.com/thoughtbot/bourbon,2011-04-23 15:41:20,Ruby,,9062,915,9062,5,43,thoughtbot/bourbon,153.0,3170.0,30.0,6.0,1210.0,5.0,558.0,563.0,1.0,542.0,543.0,2.0,60.0,583.0,148.0,155.0,134.0,155.0,139.0,1,3969,0.03854875283446712,0.0015117157974300832,0.007558578987150416,0.30486268581506676,0.2,0.5124212648022172,583.0
resque/resque,90,3,0,0,0,12,20,0,74,24.0,275604,resque/resque,https://github.com/resque/resque,2009-08-12 00:27:35,Ruby,,9017,1632,9017,56,44,resque/resque,289.0,0.0,2.0,0.0,1737.0,51.0,810.0,861.0,14.0,900.0,914.0,1.0,158.0,628.0,160.0,154.0,161.0,154.0,159.0,1,4588,0.06299040976460331,0.0,0.00043591979075850045,0.3785963382737576,0.0,0.3790322580645161,628.0
DeathKing/Learning-SICP,4,3,0,21,0,24,35,0,2,0.0,6688319,DeathKing/Learning-SICP,https://github.com/DeathKing/Learning-SICP,2012-11-14 13:43:27,Ruby,,9008,1389,9008,8,45,DeathKing/Learning-SICP,28.0,0.0,2.0,0.0,843.0,8.0,58.0,66.0,0.0,41.0,41.0,4.0,82.0,558.0,139.0,153.0,154.0,153.0,98.0,1,3398,0.00824014125956445,0.0,0.0005885815185403178,0.24808711006474396,0.0,0.2486756915832843,558.0
thoughtbot/guides,56,2,0,0,0,1,3,0,0,0.0,5200099,thoughtbot/guides,https://github.com/thoughtbot/guides,2012-07-27 03:15:44,Ruby,,8954,1354,8954,0,46,thoughtbot/guides,158.0,0.0,2.0,0.0,517.0,0.0,97.0,97.0,0.0,546.0,546.0,3.0,62.0,596.0,151.0,152.0,152.0,152.0,140.0,1,3508,0.04503990877993159,0.0,0.0005701254275940707,0.14737742303306728,0.0,0.14794754846066135,596.0
carrierwaveuploader/carrierwave,20,3,0,0,0,17,22,0,57,71.0,47087,carrierwaveuploader/carrierwave,https://github.com/carrierwaveuploader/carrierwave,2008-08-28 18:39:49,Ruby,,8668,1614,8668,133,47,carrierwaveuploader/carrierwave,431.0,0.0,2.0,0.0,2480.0,130.0,1664.0,1794.0,2.0,794.0,796.0,6.0,200.0,616.0,156.0,151.0,160.0,151.0,154.0,1,4937,0.08729997974478428,0.0,0.00040510431436094796,0.5023293498075755,0.0,0.5027344541219364,616.0
javan/whenever,3,1,0,0,0,8,14,0,25,24.0,129791,javan/whenever,https://github.com/javan/whenever,2009-02-16 03:19:48,Ruby,,8533,710,8533,86,48,javan/whenever,113.0,0.0,2.0,0.0,535.0,63.0,480.0,543.0,27.0,251.0,278.0,5.0,83.0,544.0,138.0,150.0,125.0,150.0,119.0,1,4765,0.02371458551941238,0.0,0.0004197271773347324,0.11227701993704092,0.0,0.11269674711437566,544.0
kaminari/kaminari,14,1,0,0,0,5,7,0,65,48.0,1333863,kaminari/kaminari,https://github.com/kaminari/kaminari,2011-02-06 08:07:20,Ruby,,8073,1063,8073,49,49,kaminari/kaminari,170.0,0.0,2.0,0.0,1606.0,34.0,614.0,648.0,15.0,411.0,426.0,2.0,41.0,575.0,147.0,149.0,142.0,149.0,135.0,1,4045,0.042027194066749075,0.0,0.0004944375772558715,0.39703337453646476,0.0,0.3975278121137206,575.0
heartcombo/simple_form,7,4,0,0,0,1,14,0,112,88.0,451035,heartcombo/simple_form,https://github.com/heartcombo/simple_form,2009-12-28 14:23:48,Ruby,,7871,1303,7871,36,50,heartcombo/simple_form,295.0,0.0,2.0,0.0,2024.0,21.0,1162.0,1183.0,7.0,567.0,574.0,6.0,196.0,588.0,150.0,148.0,150.0,148.0,142.0,1,4450,0.06629213483146068,0.0,0.00044943820224719103,0.4548314606741573,0.0,0.4552808988764045,588.0
railsadminteam/rails_admin,23,6,0,0,0,8,9,0,5,1.0,810796,railsadminteam/rails_admin,https://github.com/railsadminteam/rails_admin,2010-08-01 17:01:00,Ruby,,7541,2199,7541,214,51,railsadminteam/rails_admin,502.0,0.0,2.0,0.0,4902.0,179.0,2159.0,2338.0,5.0,1122.0,1127.0,1.0,252.0,624.0,158.0,147.0,166.0,147.0,164.0,1,4234,0.11856400566839868,0.0,0.0004723665564478035,1.1577704298535663,0.0,1.1582427964100142,624.0
omniauth/omniauth,3,4,0,0,0,5,6,0,22,9.0,587311,omniauth/omniauth,https://github.com/omniauth/omniauth,2010-03-30 20:34:32,Ruby,,7469,959,7469,79,52,omniauth/omniauth,210.0,0.0,2.0,0.0,1423.0,79.0,559.0,638.0,3.0,405.0,408.0,1.0,106.0,562.0,141.0,146.0,136.0,146.0,134.0,1,4358,0.048187241854061494,0.0,0.0004589261128958238,0.3265259293253786,0.0,0.32698485543827444,562.0
varvet/pundit,19,5,0,0,0,8,19,0,58,46.5,6529205,varvet/pundit,https://github.com/varvet/pundit,2012-11-04 09:20:19,Ruby,,7450,574,7450,38,53,varvet/pundit,128.0,0.0,2.0,0.0,533.0,6.0,381.0,387.0,10.0,321.0,331.0,4.0,138.0,531.0,131.0,145.0,118.0,145.0,123.0,1,3408,0.03755868544600939,0.0,0.0005868544600938967,0.15639671361502347,0.0,0.15698356807511737,531.0
thoughtbot/factory_bot,5,1,0,0,0,6,10,0,2,2.0,21829,thoughtbot/factory_bot,https://github.com/thoughtbot/factory_bot,2008-06-03 13:55:37,Ruby,,7356,2498,7356,27,54,thoughtbot/factory_bot,268.0,254.0,16.0,16.0,1165.0,21.0,859.0,880.0,9.0,630.0,639.0,4.0,77.0,603.0,154.0,144.0,171.0,144.0,144.0,1,5023,0.05335456898267967,0.0031853474019510252,0.0031853474019510252,0.23193310770455902,1.0,1.23511845510651,603.0
greatghoul/remote-working,352,15,0,5,0,24,349,0,3,0.0,13761875,greatghoul/remote-working,https://github.com/greatghoul/remote-working,2013-10-22 03:17:29,Ruby,,7150,714,7150,0,55,greatghoul/remote-working,47.0,0.0,2.0,0.0,969.0,0.0,30.0,30.0,0.0,257.0,257.0,0.0,608.0,530.0,130.0,143.0,126.0,143.0,118.0,1,3056,0.015379581151832461,0.0,0.0006544502617801048,0.3170811518324607,0.0,0.31773560209424084,530.0
